meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
115,bus,172,G,w,"[1, 2, 3]",Normal,"[1.0633786494883735, 1.0767619069025178, 1.0645581223274325]","[0.001, 0.001, 0.001]"
116,bus,756,G,w,"[1, 2, 3]",Normal,"[1.0728284474399705, 1.0808541975622687, 1.0862731707464022]","[0.001, 0.001, 0.001]"
117,bus,465,G,w,"[1, 2, 3]",Normal,"[1.061470245722364, 1.0810362523706567, 1.045708441309762]","[0.001, 0.001, 0.001]"
118,bus,546,G,w,"[1, 2, 3]",Normal,"[1.0761235288715114, 1.0793758473696655, 1.0830020143765424]","[0.001, 0.001, 0.001]"
119,bus,160,G,w,"[1, 2, 3]",Normal,"[1.06969939795268, 1.0738953378895186, 1.0745249630342413]","[0.001, 0.001, 0.001]"
120,bus,431,G,w,"[1, 2, 3]",Normal,"[1.0691664589227563, 1.0698091216749415, 1.0732169744968716]","[0.001, 0.001, 0.001]"
121,bus,781,G,w,"[1, 2, 3]",Normal,"[1.0618038256151234, 1.0779489507762423, 1.061354390754312]","[0.001, 0.001, 0.001]"
122,bus,384,G,w,"[1, 2, 3]",Normal,"[1.0661774041192107, 1.0660085571020739, 1.0806329121481986]","[0.001, 0.001, 0.001]"
123,bus,253,G,w,"[1, 2, 3]",Normal,"[1.0722532140979646, 1.076286535654265, 1.079974557219836]","[0.001, 0.001, 0.001]"
124,bus,147,G,w,"[1, 2, 3]",Normal,"[1.068599129856164, 1.0717214895849392, 1.0786745449606734]","[0.001, 0.001, 0.001]"
125,bus,199,G,w,"[1, 2, 3]",Normal,"[1.0816597953558276, 1.0843948212368293, 1.088664439600246]","[0.001, 0.001, 0.001]"
126,bus,129,G,w,"[1, 2, 3]",Normal,"[1.0612051764392996, 1.0798357966599637, 1.0537319007259884]","[0.001, 0.001, 0.001]"
127,bus,512,G,w,"[1, 2, 3]",Normal,"[1.0636494473416667, 1.068519622588919, 1.0804769327156254]","[0.001, 0.001, 0.001]"
128,bus,55,G,w,"[1, 2, 3]",Normal,"[1.0673617406694078, 1.070269494645025, 1.0793934286478668]","[0.001, 0.001, 0.001]"
129,bus,274,G,w,"[1, 2, 3]",Normal,"[1.070594186696744, 1.0742087022153421, 1.0786792536805094]","[0.001, 0.001, 0.001]"
130,bus,353,G,w,"[1, 2, 3]",Normal,"[1.0720359469217273, 1.0758377155211796, 1.079090937955752]","[0.001, 0.001, 0.001]"
131,bus,863,G,w,"[1, 2, 3]",Normal,"[1.07611447987769, 1.0789268647850856, 1.0836604464318025]","[0.001, 0.001, 0.001]"
132,bus,580,G,w,"[1, 2, 3]",Normal,"[1.0673613948327751, 1.0702682281665965, 1.0795099042314704]","[0.001, 0.001, 0.001]"
133,bus,225,G,w,"[1, 2, 3]",Normal,"[1.0673447360260062, 1.0708693916966066, 1.07949471575968]","[0.001, 0.001, 0.001]"
134,bus,744,G,w,"[1, 2, 3]",Normal,"[1.0770151747922259, 1.0808386412782491, 1.0855732953137298]","[0.001, 0.001, 0.001]"
135,bus,745,G,w,"[1, 2, 3]",Normal,"[1.0680450653864746, 1.0705938777149027, 1.079423359392022]","[0.001, 0.001, 0.001]"
136,bus,472,G,w,"[1, 2, 3]",Normal,"[1.075971192136799, 1.0793820846115776, 1.0837661155744358]","[0.001, 0.001, 0.001]"
137,bus,189,G,w,"[1, 2, 3]",Normal,"[1.0667309014040478, 1.061020581262495, 1.0812223035099175]","[0.001, 0.001, 0.001]"
138,bus,557,G,w,"[1, 2, 3]",Normal,"[1.0765807115288588, 1.0805826293274268, 1.0862347387841045]","[0.001, 0.001, 0.001]"
139,bus,795,G,w,"[1, 2, 3]",Normal,"[1.0761237941749173, 1.0793768143030893, 1.0829133504096868]","[0.001, 0.001, 0.001]"
140,bus,554,G,w,"[1, 2, 3]",Normal,"[1.0688832888834214, 1.0720302736230352, 1.079136078463949]","[0.001, 0.001, 0.001]"
141,bus,403,G,w,"[1, 2, 3]",Normal,"[1.064000102470929, 1.0685185476455576, 1.0804730741774211]","[0.001, 0.001, 0.001]"
142,bus,256,G,w,"[1, 2, 3]",Normal,"[1.065747567645759, 1.0637378298793283, 1.0811048151007328]","[0.001, 0.001, 0.001]"
143,bus,28,G,w,"[1, 2, 3]",Normal,"[1.092082611148053, 1.0932403959345072, 1.0954950570255308]","[0.001, 0.001, 0.001]"
144,bus,900,G,w,"[1, 2, 3]",Normal,"[1.0618550380750886, 1.0779487973135333, 1.061353828035305]","[0.001, 0.001, 0.001]"
145,bus,535,G,w,"[1, 2, 3]",Normal,"[1.057550598219258, 1.079326467847421, 1.0574804398882702]","[0.001, 0.001, 0.001]"
146,bus,511,G,w,"[1, 2, 3]",Normal,"[1.0705940795649702, 1.0742083115329075, 1.0787150961296408]","[0.001, 0.001, 0.001]"
147,bus,77,G,w,"[1, 2, 3]",Normal,"[1.0765814086076884, 1.0805188895467914, 1.0862349289896585]","[0.001, 0.001, 0.001]"
148,bus,690,G,w,"[1, 2, 3]",Normal,"[1.0671903590890097, 1.0708698622372825, 1.0794964123699309]","[0.001, 0.001, 0.001]"
149,bus,440,G,w,"[1, 2, 3]",Normal,"[1.0703313042620675, 1.0746763870722122, 1.0769965610697407]","[0.001, 0.001, 0.001]"
150,bus,113,G,w,"[1, 2, 3]",Normal,"[1.0770148485966307, 1.0808374520529527, 1.0856824306378454]","[0.001, 0.001, 0.001]"
151,bus,105,G,w,"[1, 2, 3]",Normal,"[1.066247398849539, 1.0653654132040529, 1.0806321142434019]","[0.001, 0.001, 0.001]"
152,bus,530,G,w,"[1, 2, 3]",Normal,"[1.0774141297812765, 1.0788039823244662, 1.0860245076823398]","[0.001, 0.001, 0.001]"
153,bus,57,G,w,"[1, 2, 3]",Normal,"[1.0884381817335562, 1.0894063700550447, 1.092960118291889]","[0.001, 0.001, 0.001]"
154,bus,219,G,w,"[1, 2, 3]",Normal,"[1.0672704269507074, 1.0708696181743755, 1.07949553241407]","[0.001, 0.001, 0.001]"
155,bus,793,G,w,"[1, 2, 3]",Normal,"[1.0614547823627716, 1.0806898594499894, 1.0516331257544502]","[0.001, 0.001, 0.001]"
156,bus,890,G,w,"[1, 2, 3]",Normal,"[1.0921533554309228, 1.0932401830134038, 1.095494281894291]","[0.001, 0.001, 0.001]"
157,bus,108,G,w,"[1, 2, 3]",Normal,"[1.058743102814849, 1.0793228967529456, 1.0574673254483]","[0.001, 0.001, 0.001]"
158,bus,599,G,w,"[1, 2, 3]",Normal,"[1.0668050748163216, 1.0695520385168324, 1.079984060117551]","[0.001, 0.001, 0.001]"
159,bus,266,G,w,"[1, 2, 3]",Normal,"[1.0690591588234348, 1.0721654182661235, 1.0791064495434932]","[0.001, 0.001, 0.001]"
160,bus,414,G,w,"[1, 2, 3]",Normal,"[1.0817017946677532, 1.0843946941668308, 1.0886639787862802]","[0.001, 0.001, 0.001]"
161,bus,316,G,w,"[1, 2, 3]",Normal,"[1.0662475765275876, 1.0653660681457422, 1.0805717444205711]","[0.001, 0.001, 0.001]"
162,bus,401,G,w,"[1, 2, 3]",Normal,"[1.0661767886480942, 1.066064636428, 1.0806327437900878]","[0.001, 0.001, 0.001]"
163,bus,482,G,w,"[1, 2, 3]",Normal,"[1.0612049364818916, 1.0798580121479977, 1.0537318359730974]","[0.001, 0.001, 0.001]"
164,bus,627,G,w,"[1, 2, 3]",Normal,"[1.0704167149766752, 1.0746761287537439, 1.076995623673818]","[0.001, 0.001, 0.001]"
165,bus,54,G,w,"[1, 2, 3]",Normal,"[1.0761157424899797, 1.0788114359182737, 1.0836607914861]","[0.001, 0.001, 0.001]"
166,bus,323,G,w,"[1, 2, 3]",Normal,"[1.066730901404047, 1.0601654318826994, 1.0812223035099209]","[0.001, 0.001, 0.001]"
167,bus,657,G,w,"[1, 2, 3]",Normal,"[1.0884393087103241, 1.0893033596679884, 1.0929604269739215]","[0.001, 0.001, 0.001]"
