meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
114,bus,287,G,vm,"[1, 2, 3]",Normal,"[1.0349018327346997, 1.0366994947263461, 1.038546398514832]","[0.001, 0.001, 0.001]"
115,bus,172,G,vm,"[1, 2, 3]",Normal,"[1.0312025259319206, 1.0376713867610101, 1.031774259384015]","[0.001, 0.001, 0.001]"
116,bus,756,G,vm,"[1, 2, 3]",Normal,"[1.0357743226398164, 1.0396413793045507, 1.0422442951373743]","[0.001, 0.001, 0.001]"
117,bus,465,G,vm,"[1, 2, 3]",Normal,"[1.0302767811235793, 1.0397289321600398, 1.0225988662763918]","[0.001, 0.001, 0.001]"
118,bus,546,G,vm,"[1, 2, 3]",Normal,"[1.0373637399058786, 1.0389301455678652, 1.0406738270834635]","[0.001, 0.001, 0.001]"
119,bus,160,G,vm,"[1, 2, 3]",Normal,"[1.034262731588391, 1.0362892153687207, 1.036592959186122]","[0.001, 0.001, 0.001]"
120,bus,431,G,vm,"[1, 2, 3]",Normal,"[1.0340050574937998, 1.0343157746428029, 1.0359618595763416]","[0.001, 0.001, 0.001]"
121,bus,781,G,vm,"[1, 2, 3]",Normal,"[1.0304386568909008, 1.0382432040597436, 1.0302205544223586]","[0.001, 0.001, 0.001]"
122,bus,384,G,vm,"[1, 2, 3]",Normal,"[1.032558668608816, 1.0324769039073338, 1.0395349499406927]","[0.001, 0.001, 0.001]"
123,bus,253,G,vm,"[1, 2, 3]",Normal,"[1.0354966026491659, 1.037442304735191, 1.039218243305917]","[0.001, 0.001, 0.001]"
124,bus,147,G,vm,"[1, 2, 3]",Normal,"[1.033730685360633, 1.0352398222561472, 1.0385925789069905]","[0.001, 0.001, 0.001]"
125,bus,199,G,vm,"[1, 2, 3]",Normal,"[1.0400287473699117, 1.0413427971791178, 1.0433908374143632]","[0.001, 0.001, 0.001]"
126,bus,129,G,vm,"[1, 2, 3]",Normal,"[1.0301481332504077, 1.0391514791694056, 1.026514442531613]","[0.001, 0.001, 0.001]"
127,bus,512,G,vm,"[1, 2, 3]",Normal,"[1.0313338195471273, 1.0336922281747691, 1.0394599235735957]","[0.001, 0.001, 0.001]"
128,bus,55,G,vm,"[1, 2, 3]",Normal,"[1.0331320054423867, 1.0345383002310862, 1.038938606775139]","[0.001, 0.001, 0.001]"
129,bus,274,G,vm,"[1, 2, 3]",Normal,"[1.0346952143973336, 1.036440399741028, 1.0385948457798688]","[0.001, 0.001, 0.001]"
130,bus,353,G,vm,"[1, 2, 3]",Normal,"[1.0353916876823608, 1.0372259712912995, 1.0387930197858244]","[0.001, 0.001, 0.001]"
131,bus,863,G,vm,"[1, 2, 3]",Normal,"[1.0373593783630097, 1.0387140437989109, 1.0409901279223557]","[0.001, 0.001, 0.001]"
132,bus,580,G,vm,"[1, 2, 3]",Normal,"[1.0331318380694572, 1.0345376881325283, 1.0389946603479108]","[0.001, 0.001, 0.001]"
133,bus,225,G,vm,"[1, 2, 3]",Normal,"[1.0331237757529377, 1.0348281942895674, 1.038987351106682]","[0.001, 0.001, 0.001]"
134,bus,744,G,vm,"[1, 2, 3]",Normal,"[1.0377934162405473, 1.0396338977150799, 1.0419084870149249]","[0.001, 0.001, 0.001]"
135,bus,745,G,vm,"[1, 2, 3]",Normal,"[1.0334626579545458, 1.034695065086764, 1.0389530111569156]","[0.001, 0.001, 0.001]"
136,bus,472,G,vm,"[1, 2, 3]",Normal,"[1.0372903123700707, 1.038933147325456, 1.0410408808372684]","[0.001, 0.001, 0.001]"
137,bus,189,G,vm,"[1, 2, 3]",Normal,"[1.0328266560290007, 1.030058532930287, 1.0398183992937986]","[0.001, 0.001, 0.001]"
138,bus,557,G,vm,"[1, 2, 3]",Normal,"[1.0375840744387217, 1.039510764411522, 1.042225857856206]","[0.001, 0.001, 0.001]"
139,bus,795,G,vm,"[1, 2, 3]",Normal,"[1.037363867779728, 1.0389306109183083, 1.040631226904943]","[0.001, 0.001, 0.001]"
140,bus,554,G,vm,"[1, 2, 3]",Normal,"[1.0338681196764998, 1.0353889479915435, 1.038814746941893]","[0.001, 0.001, 0.001]"
141,bus,403,G,vm,"[1, 2, 3]",Normal,"[1.0315038063288613, 1.0336917082213428, 1.0394580675416498]","[0.001, 0.001, 0.001]"
142,bus,256,G,vm,"[1, 2, 3]",Normal,"[1.0323505061972698, 1.0313766673138036, 1.0397619030820147]","[0.001, 0.001, 0.001]"
143,bus,28,G,vm,"[1, 2, 3]",Normal,"[1.0450275647790603, 1.045581367438473, 1.0466589974894072]","[0.001, 0.001, 0.001]"
144,bus,900,G,vm,"[1, 2, 3]",Normal,"[1.0304635064256709, 1.0382431301547501, 1.0302202813162362]","[0.001, 0.001, 0.001]"
145,bus,535,G,vm,"[1, 2, 3]",Normal,"[1.0283727914619571, 1.038906380694344, 1.028338679564408]","[0.001, 0.001, 0.001]"
146,bus,511,G,vm,"[1, 2, 3]",Normal,"[1.034695162627607, 1.0364402112678317, 1.038612100896981]","[0.001, 0.001, 0.001]"
147,bus,77,G,vm,"[1, 2, 3]",Normal,"[1.037584410353051, 1.0394801054117349, 1.042225949105883]","[0.001, 0.001, 0.001]"
148,bus,690,G,vm,"[1, 2, 3]",Normal,"[1.0330490593815038, 1.0348284216416181, 1.038988167579367]","[0.001, 0.001, 0.001]"
149,bus,440,G,vm,"[1, 2, 3]",Normal,"[1.0345681728441425, 1.0366659959081383, 1.0377844482693603]","[0.001, 0.001, 0.001]"
150,bus,113,G,vm,"[1, 2, 3]",Normal,"[1.037793259082285, 1.039633325770655, 1.0419608584960596]","[0.001, 0.001, 0.001]"
151,bus,105,G,vm,"[1, 2, 3]",Normal,"[1.0325925618798244, 1.0321654001195995, 1.0395345661609343]","[0.001, 0.001, 0.001]"
152,bus,530,G,vm,"[1, 2, 3]",Normal,"[1.0379856115482895, 1.0386548908682163, 1.0421249961891998]","[0.001, 0.001, 0.001]"
153,bus,57,G,vm,"[1, 2, 3]",Normal,"[1.0432824074686375, 1.0437463149899235, 1.0454473292767499]","[0.001, 0.001, 0.001]"
154,bus,219,G,vm,"[1, 2, 3]",Normal,"[1.0330878118295208, 1.0348283037172763, 1.03898774411158]","[0.001, 0.001, 0.001]"
155,bus,793,G,vm,"[1, 2, 3]",Normal,"[1.0302692766276065, 1.0395623403384664, 1.0254916507482887]","[0.001, 0.001, 0.001]"
156,bus,890,G,vm,"[1, 2, 3]",Normal,"[1.0450614122772512, 1.0455812656189876, 1.0466586272010043]","[0.001, 0.001, 0.001]"
157,bus,108,G,vm,"[1, 2, 3]",Normal,"[1.0289524298114316, 1.0389046620132887, 1.0283323030267502]","[0.001, 0.001, 0.001]"
158,bus,599,G,vm,"[1, 2, 3]",Normal,"[1.0328625633724564, 1.0341914902554712, 1.03922281543351]","[0.001, 0.001, 0.001]"
159,bus,266,G,vm,"[1, 2, 3]",Normal,"[1.0339531705176181, 1.0354542086766192, 1.0388004859180098]","[0.001, 0.001, 0.001]"
160,bus,414,G,vm,"[1, 2, 3]",Normal,"[1.0400489385926766, 1.041342736166547, 1.043390616589147]","[0.001, 0.001, 0.001]"
161,bus,316,G,vm,"[1, 2, 3]",Normal,"[1.0325926479147465, 1.032165717385412, 1.0395055288071204]","[0.001, 0.001, 0.001]"
162,bus,401,G,vm,"[1, 2, 3]",Normal,"[1.032558370576741, 1.032504061216226, 1.03953486896308]","[0.001, 0.001, 0.001]"
163,bus,482,G,vm,"[1, 2, 3]",Normal,"[1.0301480167829726, 1.0391621683587204, 1.0265144109914373]","[0.001, 0.001, 0.001]"
164,bus,627,G,vm,"[1, 2, 3]",Normal,"[1.0346094504578407, 1.036665871317149, 1.0377839966360138]","[0.001, 0.001, 0.001]"
165,bus,54,G,vm,"[1, 2, 3]",Normal,"[1.0373599869331667, 1.038658478961335, 1.0409902936560456]","[0.001, 0.001, 0.001]"
166,bus,323,G,vm,"[1, 2, 3]",Normal,"[1.0328266560290003, 1.029643351788715, 1.0398183992938002]","[0.001, 0.001, 0.001]"
167,bus,657,G,vm,"[1, 2, 3]",Normal,"[1.043282947579574, 1.043696967355941, 1.0454474769082958]","[0.001, 0.001, 0.001]"
