meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
33,bus,21,G,vm,"[1, 2, 3]",Normal,"[1.0465977799677388, 1.0479004686212356, 1.0479080374081602]","[0.001, 0.001, 0.001]"
34,bus,10,G,vm,"[1, 2, 3]",Normal,"[1.0302559095952855, 1.028724868074349, 1.0306880353381997]","[0.001, 0.001, 0.001]"
35,bus,46,P,vm,"[1, 2, 3]",Normal,"[1.030639012422783, 1.0293247634638893, 1.0309753706611913]","[0.001, 0.001, 0.001]"
36,bus,46,P,vm,"[1, 2, 3]",Normal,"[1.030639012422783, 1.0293247634638893, 1.0309753706611913]","[0.001, 0.001, 0.001]"
37,bus,25,P,vm,"[1, 2, 3]",Normal,"[0.9894327978668672, 0.9982633181301966, 0.9937370345388551]","[0.001, 0.001, 0.001]"
38,bus,19,G,vm,"[1, 2, 3]",Normal,"[1.0307560023140179, 1.0293268250750858, 1.0310678964265976]","[0.001, 0.001, 0.001]"
39,bus,53,P,vm,"[1, 2, 3]",Normal,"[0.9166473338645027, 0.9236620095193896, 0.9175626128209392]","[0.001, 0.001, 0.001]"
40,bus,13,G,vm,"[1, 2, 3]",Normal,"[1.0031662602758302, 0.9999999999999972, 1.0000000000000002]","[0.001, 0.001, 0.001]"
41,load,32,P,pd,2,Normal,0.02260250705183402,0.001
42,load,32,P,qd,2,Normal,0.01130125352591701,0.001
43,load,29,G,pd,1,Normal,0.007,0.001
44,load,29,G,qd,1,Normal,0.003,0.001
45,load,24,P,pd,1,Normal,0.0075652919029218155,0.001
46,load,24,P,qd,1,Normal,0.003242267958395064,0.001
47,load,4,G,pd,"[1, 2, 3]",Normal,"[0.02, 0.02, 0.02]","[0.001, 0.001, 0.001]"
48,load,4,G,qd,"[1, 2, 3]",Normal,"[0.016, 0.016, 0.016]","[0.001, 0.001, 0.001]"
49,load,12,G,pd,2,Normal,0.028,0.001
50,load,12,G,qd,2,Normal,0.014,0.001
51,load,20,G,pd,2,Normal,0.025,0.001
52,load,20,G,qd,2,Normal,0.012,0.001
53,load,1,G,pd,"[1, 2, 3]",Normal,"[0.14340358855246235, 0.14298926932475747, 0.14348743205642095]","[0.001, 0.001, 0.001]"
54,load,1,G,qd,"[1, 2, 3]",Normal,"[0.11153612442969295, 0.11121387614147804, 0.11160133604388296]","[0.001, 0.001, 0.001]"
55,load,2,P,pd,3,Normal,0.024550034047551184,0.001
56,load,2,P,qd,3,Normal,0.009820013619020473,0.001
57,load,25,P,pd,"[1, 2, 3]",Normal,"[0.02, 0.02, 0.02]","[0.001, 0.001, 0.001]"
58,load,25,P,qd,"[1, 2, 3]",Normal,"[0.016, 0.016, 0.016]","[0.001, 0.001, 0.001]"
59,load,6,P,pd,1,Normal,0.03,0.001
60,load,6,P,qd,1,Normal,0.015,0.001
61,load,23,G,pd,1,Normal,0.135,0.001
62,load,23,G,qd,1,Normal,0.07,0.001
63,load,22,P,pd,2,Normal,0.01,0.001
64,load,22,P,qd,2,Normal,0.006,0.001
65,load,11,P,pd,1,Normal,0.009950625332410127,0.001
66,load,11,P,qd,1,Normal,0.004975312666205063,0.001
67,load,35,P,pd,3,Normal,0.013000000000000001,0.001
68,load,35,P,qd,3,Normal,0.007,0.001
69,load,13,G,pd,1,Normal,0.002,0.001
70,load,13,G,qd,1,Normal,0.001,0.001
71,load,5,P,pd,2,Normal,0.005072991136305077,0.001
72,load,5,P,qd,2,Normal,0.0020291964545220307,0.001
73,load,31,P,pd,3,Normal,0.11607600148037883,0.001
74,load,31,P,qd,3,Normal,0.058038000740189416,0.001
75,load,27,G,pd,3,Normal,0.02,0.001
76,load,27,G,qd,3,Normal,0.011,0.001
77,load,15,P,pd,1,Normal,0.004,0.001
78,load,15,P,qd,1,Normal,0.002,0.001
79,load,33,G,pd,2,Normal,0.03,0.001
80,load,33,G,qd,2,Normal,0.015,0.001
81,load,28,P,pd,2,Normal,0.015,0.001
82,load,28,P,qd,2,Normal,0.008,0.001
83,load,16,G,pd,2,Normal,0.004,0.001
84,load,16,G,qd,2,Normal,0.002,0.001
85,load,14,G,pd,3,Normal,0.004,0.001
86,load,14,G,qd,3,Normal,0.002,0.001
87,load,21,P,pd,3,Normal,0.006386321894338242,0.001
88,load,21,P,qd,3,Normal,0.003193160947169121,0.001
89,load,38,G,pd,2,Normal,0.016471254032239948,0.001
90,load,38,G,qd,2,Normal,0.008235627016119974,0.001
91,load,7,G,pd,2,Normal,0.023,0.001
92,load,7,G,qd,2,Normal,0.011,0.001
93,load,34,G,pd,2,Normal,0.04062764541116552,0.001
94,load,34,G,qd,2,Normal,0.02031382270558276,0.001
95,load,8,P,pd,3,Normal,0.042,0.001
96,load,8,P,qd,3,Normal,0.022,0.001
97,load,36,P,pd,1,Normal,0.018635836211508692,0.001
98,load,36,P,qd,1,Normal,0.009317918105754346,0.001
99,load,26,P,pd,2,Normal,0.0021285399676921326,0.001
100,load,26,P,qd,2,Normal,0.0010642699838460663,0.001
101,load,17,G,pd,3,Normal,0.025,0.001
102,load,17,G,qd,3,Normal,0.014,0.001
103,load,10,G,pd,"[1, 2, 3]",Normal,"[0.009272303186357574, 0.009258523812669147, 0.009276192318043802]","[0.001, 0.001, 0.001]"
104,load,10,G,qd,"[1, 2, 3]",Normal,"[0.007211791367167002, 0.007201074076520447, 0.007214816247367402]","[0.001, 0.001, 0.001]"
105,load,19,P,pd,1,Normal,0.017165493159682646,0.001
106,load,19,P,qd,1,Normal,0.008582746579841323,0.001
107,load,37,P,pd,2,Normal,0.021128759921832368,0.001
108,load,37,P,qd,2,Normal,0.010564379960916184,0.001
109,load,18,P,pd,2,Normal,0.009858687547682573,0.001
110,load,18,P,qd,2,Normal,0.004929343773841286,0.001
111,load,9,G,pd,1,Normal,0.009000000000000001,0.001
112,load,9,G,qd,1,Normal,0.005,0.001
113,load,30,P,pd,"[1, 2, 3]",Normal,"[0.13910000311093884, 0.1375888929319063, 0.13697477810098838]","[0.001, 0.001, 0.001]"
114,load,30,P,qd,"[1, 2, 3]",Normal,"[0.06955000155546942, 0.06879444646595315, 0.06848738905049419]","[0.001, 0.001, 0.001]"
115,load,3,G,pd,1,Normal,0.0342157498635207,0.001
116,load,3,G,qd,1,Normal,0.01710787493176035,0.001
