meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
43,load,31,G,pd,1,Normal,4.6e-5,0.001
44,load,31,G,qd,1,Normal,1.5119468838227707e-5,0.001
45,load,5,G,pd,3,Normal,0.00055,0.001
46,load,5,G,qd,3,Normal,0.0001807762578483748,0.001
47,load,43,G,pd,2,Normal,0.000769,0.001
48,load,43,G,qd,2,Normal,0.0002527580768825458,0.001
49,load,39,G,pd,1,Normal,0.000171,0.001
50,load,39,G,qd,1,Normal,5.620498198558561e-5,0.001
51,load,44,G,pd,2,Normal,0.000448,0.001
52,load,44,G,qd,2,Normal,0.00014725047912013072,0.001
53,load,34,G,pd,2,Normal,5.7e-5,0.001
54,load,34,G,qd,2,Normal,1.8734993995195202e-5,0.001
55,load,55,G,pd,3,Normal,0.00055,0.001
56,load,55,G,qd,3,Normal,0.0001807762578483748,0.001
57,load,17,G,pd,2,Normal,2.9000000000000004e-5,0.001
58,load,17,G,qd,2,Normal,9.531839050187033e-6,0.001
59,load,37,G,pd,1,Normal,0.000219,0.001
60,load,37,G,qd,1,Normal,7.198181903417104e-5,0.001
61,load,47,G,pd,1,Normal,0.000601,0.001
62,load,47,G,qd,1,Normal,0.00019753914721249677,0.001
63,load,9,G,pd,1,Normal,0.00038700000000000003,0.001
64,load,9,G,qd,1,Normal,0.00012720074870422007,0.001
65,load,12,G,pd,1,Normal,0.000313,0.001
66,load,12,G,qd,1,Normal,0.00010287812492098419,0.001
67,load,20,G,pd,1,Normal,0.004372,0.001
68,load,20,G,qd,1,Normal,0.0014370069078419897,0.001
69,load,6,G,pd,3,Normal,2.8e-5,0.001
70,load,6,G,qd,3,Normal,9.20315494500817e-6,0.001
71,load,14,G,pd,2,Normal,0.000347,0.001
72,load,14,G,qd,2,Normal,0.00011405338449706552,0.001
73,load,7,G,pd,1,Normal,0.000465,0.001
74,load,7,G,qd,1,Normal,0.0001528381089081714,0.001
75,load,8,G,pd,1,Normal,0.00048499999999999997,0.001
76,load,8,G,qd,1,Normal,0.00015941179101174865,0.001
77,load,19,G,pd,3,Normal,0.00014199999999999998,0.001
78,load,19,G,qd,3,Normal,4.6673142935398576e-5,0.001
79,load,4,G,pd,3,Normal,4.4999999999999996e-5,0.001
80,load,4,G,qd,3,Normal,1.4790784733048844e-5,0.001
81,load,22,G,pd,2,Normal,0.002606,0.001
82,load,22,G,qd,2,Normal,0.0008565507780961175,0.001
83,load,11,G,pd,2,Normal,0.000277,0.001
84,load,11,G,qd,2,Normal,9.104549713454511e-5,0.001
85,load,35,G,pd,1,Normal,0.000256,0.001
86,load,35,G,qd,1,Normal,8.414313092578898e-5,0.001
87,load,13,G,pd,2,Normal,0.000216,0.001
88,load,13,G,qd,2,Normal,7.099576671863444e-5,0.001
89,load,15,G,pd,1,Normal,5.4e-5,0.001
90,load,15,G,qd,1,Normal,1.774894167965861e-5,0.001
91,load,16,G,pd,1,Normal,5.3e-5,0.001
92,load,16,G,qd,1,Normal,1.742025757447975e-5,0.001
93,load,40,G,pd,2,Normal,4.2999999999999995e-5,0.001
94,load,40,G,qd,2,Normal,1.4133416522691118e-5,0.001
95,load,46,G,pd,2,Normal,0.000208,0.001
96,load,46,G,qd,2,Normal,6.836629387720354e-5,0.001
97,load,38,G,pd,1,Normal,3.5000000000000004e-5,0.001
98,load,38,G,qd,1,Normal,1.1503943681260215e-5,0.001
99,load,21,G,pd,3,Normal,0.00024,0.001
100,load,21,G,qd,3,Normal,7.888418524292716e-5,0.001
101,load,45,G,pd,2,Normal,0.000528,0.001
102,load,45,G,qd,2,Normal,0.0001735452075344398,0.001
103,load,36,G,pd,2,Normal,0.000266,0.001
104,load,36,G,qd,2,Normal,8.742997197757761e-5,0.001
105,load,48,G,pd,1,Normal,5.4e-5,0.001
106,load,48,G,qd,1,Normal,1.774894167965861e-5,0.001
107,load,18,G,pd,2,Normal,0.0005600000000000001,0.001
108,load,18,G,qd,2,Normal,0.00018406309890016344,0.001
109,load,30,G,pd,2,Normal,0.002415,0.001
110,load,30,G,qd,2,Normal,0.0007937721140069547,0.001
111,load,3,G,pd,2,Normal,0.000694,0.001
112,load,3,G,qd,2,Normal,0.00022810676899413104,0.001
113,bus,157,G,vm,"[1, 2, 3]",Normal,"[0.9082768446034006, 1.1411378652161006, 1.0646678126773488]","[0.001, 0.001, 0.001]"
114,bus,287,G,vm,"[1, 2, 3]",Normal,"[0.9114982798817127, 1.1458504597246404, 1.06352013261676]","[0.001, 0.001, 0.001]"
115,bus,172,G,vm,"[1, 2, 3]",Normal,"[0.9076252770491787, 1.1465337701485032, 1.0572718071992648]","[0.001, 0.001, 0.001]"
116,bus,756,G,vm,"[1, 2, 3]",Normal,"[0.912549199672662, 1.1485895597983553, 1.0670347919631487]","[0.001, 0.001, 0.001]"
117,bus,465,G,vm,"[1, 2, 3]",Normal,"[0.9069491889398602, 1.1481702984031494, 1.0485028529525715]","[0.001, 0.001, 0.001]"
118,bus,546,G,vm,"[1, 2, 3]",Normal,"[0.9143524422516369, 1.14790194466767, 1.0654755614496967]","[0.001, 0.001, 0.001]"
119,bus,160,G,vm,"[1, 2, 3]",Normal,"[0.9108198988206773, 1.1454172037235695, 1.0616450677059255]","[0.001, 0.001, 0.001]"
120,bus,431,G,vm,"[1, 2, 3]",Normal,"[0.9105326843130802, 1.1436123152367972, 1.0610357328373365]","[0.001, 0.001, 0.001]"
121,bus,781,G,vm,"[1, 2, 3]",Normal,"[0.9068554110737639, 1.1470057950044417, 1.055854697272477]","[0.001, 0.001, 0.001]"
122,bus,384,G,vm,"[1, 2, 3]",Normal,"[0.9085481913702633, 1.1421213765895768, 1.064528678968025]","[0.001, 0.001, 0.001]"
123,bus,253,G,vm,"[1, 2, 3]",Normal,"[0.9122005492383278, 1.1465284394686108, 1.0641449717254459]","[0.001, 0.001, 0.001]"
124,bus,147,G,vm,"[1, 2, 3]",Normal,"[0.9100658742627832, 1.1445638517040915, 1.0636100297484221]","[0.001, 0.001, 0.001]"
125,bus,199,G,vm,"[1, 2, 3]",Normal,"[0.9174394959275297, 1.1501190041329705, 1.0679919187918134]","[0.001, 0.001, 0.001]"
126,bus,129,G,vm,"[1, 2, 3]",Normal,"[0.9067346164146751, 1.1476956849944537, 1.052323046284355]","[0.001, 0.001, 0.001]"
127,bus,512,G,vm,"[1, 2, 3]",Normal,"[0.9072187509249844, 1.1432175451579079, 1.064516509066982]","[0.001, 0.001, 0.001]"
128,bus,55,G,vm,"[1, 2, 3]",Normal,"[0.9093311997515722, 1.1439518308868155, 1.063974287801098]","[0.001, 0.001, 0.001]"
129,bus,274,G,vm,"[1, 2, 3]",Normal,"[0.9112458365375772, 1.1456216774881371, 1.0635751845624173]","[0.001, 0.001, 0.001]"
130,bus,353,G,vm,"[1, 2, 3]",Normal,"[0.912077639440096, 1.1463272243633162, 1.0637400661734617]","[0.001, 0.001, 0.001]"
131,bus,863,G,vm,"[1, 2, 3]",Normal,"[0.9143435086973027, 1.1477088625185863, 1.065783959646389]","[0.001, 0.001, 0.001]"
132,bus,580,G,vm,"[1, 2, 3]",Normal,"[0.9093308998343387, 1.1439513469717628, 1.0640290223944406]","[0.001, 0.001, 0.001]"
133,bus,225,G,vm,"[1, 2, 3]",Normal,"[0.9093439202358058, 1.1442054816270368, 1.064012468290465]","[0.001, 0.001, 0.001]"
134,bus,744,G,vm,"[1, 2, 3]",Normal,"[0.9148426601201559, 1.148574101845596, 1.0666794556209374]","[0.001, 0.001, 0.001]"
135,bus,745,G,vm,"[1, 2, 3]",Normal,"[0.9097346939318878, 1.1440817825475593, 1.06397257773119]","[0.001, 0.001, 0.001]"
136,bus,472,G,vm,"[1, 2, 3]",Normal,"[0.9142653146267297, 1.147909343005938, 1.0658374564973452]","[0.001, 0.001, 0.001]"
137,bus,189,G,vm,"[1, 2, 3]",Normal,"[0.9087021410234424, 1.1399473587108784, 1.064673859231766]","[0.001, 0.001, 0.001]"
138,bus,557,G,vm,"[1, 2, 3]",Normal,"[0.9146024531482009, 1.1484696533125707, 1.0670093847723496]","[0.001, 0.001, 0.001]"
139,bus,795,G,vm,"[1, 2, 3]",Normal,"[0.9143526710144265, 1.1479023128157126, 1.065433953051752]","[0.001, 0.001, 0.001]"
140,bus,554,G,vm,"[1, 2, 3]",Normal,"[0.9102327893123631, 1.144695064311229, 1.0638210753151478]","[0.001, 0.001, 0.001]"
141,bus,403,G,vm,"[1, 2, 3]",Normal,"[0.9074119960057208, 1.1432169123448712, 1.0645140975473402]","[0.001, 0.001, 0.001]"
142,bus,256,G,vm,"[1, 2, 3]",Normal,"[0.908204817149994, 1.1411386118179958, 1.0646706512632507]","[0.001, 0.001, 0.001]"
143,bus,28,G,vm,"[1, 2, 3]",Normal,"[0.9232592526136111, 1.1539720463020904, 1.0709162527103906]","[0.001, 0.001, 0.001]"
144,bus,900,G,vm,"[1, 2, 3]",Normal,"[0.9068836473129355, 1.1470057049892297, 1.0558543433596461]","[0.001, 0.001, 0.001]"
145,bus,535,G,vm,"[1, 2, 3]",Normal,"[0.904623146378202, 1.1475481212426772, 1.0541209256304063]","[0.001, 0.001, 0.001]"
146,bus,511,G,vm,"[1, 2, 3]",Normal,"[0.9112457439570282, 1.14562152844123, 1.0635920344017409]","[0.001, 0.001, 0.001]"
147,bus,77,G,vm,"[1, 2, 3]",Normal,"[0.9146027610366695, 1.148441903202961, 1.0670093895870911]","[0.001, 0.001, 0.001]"
148,bus,690,G,vm,"[1, 2, 3]",Normal,"[0.9092590313921026, 1.144205758031984, 1.0640135283105434]","[0.001, 0.001, 0.001]"
149,bus,440,G,vm,"[1, 2, 3]",Normal,"[0.9111493030755033, 1.145791661535481, 1.06279028495523]","[0.001, 0.001, 0.001]"
150,bus,113,G,vm,"[1, 2, 3]",Normal,"[0.9148423788605886, 1.148573649368656, 1.0667306108444776]","[0.001, 0.001, 0.001]"
151,bus,105,G,vm,"[1, 2, 3]",Normal,"[0.9085397232919566, 1.141843635529629, 1.0644912232205792]","[0.001, 0.001, 0.001]"
152,bus,530,G,vm,"[1, 2, 3]",Normal,"[0.9150576207735355, 1.1476836293452177, 1.066870007288405]","[0.001, 0.001, 0.001]"
153,bus,57,G,vm,"[1, 2, 3]",Normal,"[0.9212156376035483, 1.1523046433622863, 1.0698232522310696]","[0.001, 0.001, 0.001]"
154,bus,219,G,vm,"[1, 2, 3]",Normal,"[0.9093030604617837, 1.144205614661402, 1.0640129785183532]","[0.001, 0.001, 0.001]"
155,bus,793,G,vm,"[1, 2, 3]",Normal,"[0.9069278109796988, 1.148026605009821, 1.0513214577098111]","[0.001, 0.001, 0.001]"
156,bus,890,G,vm,"[1, 2, 3]",Normal,"[0.9232975643124902, 1.1539719236915864, 1.0709157736504702]","[0.001, 0.001, 0.001]"
157,bus,108,G,vm,"[1, 2, 3]",Normal,"[0.9052820819063834, 1.147546025578793, 1.0541126620309302]","[0.001, 0.001, 0.001]"
158,bus,599,G,vm,"[1, 2, 3]",Normal,"[0.9089977281018922, 1.1436498440305096, 1.0642630280863732]","[0.001, 0.001, 0.001]"
159,bus,266,G,vm,"[1, 2, 3]",Normal,"[0.910336325451428, 1.1447516462439398, 1.0638035077025891]","[0.001, 0.001, 0.001]"
160,bus,414,G,vm,"[1, 2, 3]",Normal,"[0.917462385135005, 1.1501189303527342, 1.0679916327163255]","[0.001, 0.001, 0.001]"
161,bus,316,G,vm,"[1, 2, 3]",Normal,"[0.9085398780395916, 1.1418438863902234, 1.0644628666829303]","[0.001, 0.001, 0.001]"
162,bus,401,G,vm,"[1, 2, 3]",Normal,"[0.9085479183824511, 1.142145926502338, 1.0645286747026974]","[0.001, 0.001, 0.001]"
163,bus,482,G,vm,"[1, 2, 3]",Normal,"[0.9067345095614826, 1.1477053631975753, 1.0523230448350622]","[0.001, 0.001, 0.001]"
164,bus,627,G,vm,"[1, 2, 3]",Normal,"[0.9111961720362656, 1.1457915101906266, 1.0627896991567323]","[0.001, 0.001, 0.001]"
165,bus,54,G,vm,"[1, 2, 3]",Normal,"[0.9143440665005027, 1.1476585752089423, 1.0657839686592672]","[0.001, 0.001, 0.001]"
166,bus,323,G,vm,"[1, 2, 3]",Normal,"[0.9087021410234428, 1.1395722339615992, 1.0646738592317646]","[0.001, 0.001, 0.001]"
167,bus,657,G,vm,"[1, 2, 3]",Normal,"[0.9212161327431768, 1.152259945429666, 1.0698232608132736]","[0.001, 0.001, 0.001]"
