meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
45,load,16,G,pd,1,Normal,-1.282972946e-5,0.001
46,load,16,G,qd,1,Normal,-5.646751016461689e-6,0.001
47,bus,10,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
48,bus,10,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
49,load,14,G,pd,1,Normal,-5.733580910000001e-6,0.001
50,load,14,G,qd,1,Normal,-2.8157283628818144e-6,0.001
51,bus,11,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
52,bus,11,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
53,load,21,G,pd,3,Normal,-7.455580910000001e-6,0.001
54,load,21,G,qd,3,Normal,-3.3534226905439166e-6,0.001
55,bus,26,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
56,bus,26,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
57,load,7,G,pd,3,Normal,-1.5057294600000006e-6,0.001
58,load,7,G,qd,3,Normal,-2.110833149768516e-6,0.001
59,bus,6,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
60,bus,6,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
61,load,8,G,pd,1,Normal,-1.246572946e-5,0.001
62,load,8,G,qd,1,Normal,-5.533092052890838e-6,0.001
63,bus,24,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
64,bus,24,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
65,load,17,G,pd,3,Normal,-8.03358091e-6,0.001
66,load,17,G,qd,3,Normal,-3.5339031326976304e-6,0.001
67,bus,13,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
68,bus,13,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
69,load,10,G,pd,2,Normal,-1.274972946e-5,0.001
70,load,10,G,qd,2,Normal,-5.621771024468096e-6,0.001
71,bus,3,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
72,bus,3,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
73,load,19,G,pd,3,Normal,-4.4148647300000005e-6,0.001
74,load,19,G,qd,3,Normal,-2.1988757083910046e-6,0.001
75,bus,9,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
76,bus,9,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
77,load,18,G,pd,1,Normal,-9.041013280000001e-6,0.001
78,load,18,G,qd,1,Normal,-4.258641109168677e-6,0.001
79,bus,17,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
80,bus,17,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
81,load,9,G,pd,1,Normal,-1.277972946e-5,0.001
82,load,9,G,qd,1,Normal,-5.631138521465693e-6,0.001
83,bus,7,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
84,bus,7,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
85,load,3,G,pd,3,Normal,-1.1081013280000002e-5,0.001
86,load,3,G,qd,3,Normal,-4.895630905005315e-6,0.001
87,bus,16,G,vr,"[1, 2, 3]",Normal,"[1.0, -0.4999999999999998, -0.5000000000000002]","[0.001, 0.001, 0.001]"
88,bus,16,G,vi,"[1, 2, 3]",Normal,"[0.0, -0.8660254037844387, 0.8660254037844386]","[0.001, 0.001, 0.001]"
