meas_id,cmp_type,cmp_id,meas_type,meas_var,phase,dst,val,sigma
25,load,6,G,pd,2,Normal,-1.066972946e-5,0.001
26,load,6,G,qd,2,Normal,-4.9722912326346625e-6,0.001
27,bus,20,G,vr,"[1, 2, 3]",Normal,"[1.0012162077069757, -0.5003911610976232, -0.5003456787088055]","[0.001, 0.001, 0.001]"
28,bus,20,G,vi,"[1, 2, 3]",Normal,"[0.0001139903348252265, -0.8674900622568552, 0.8661312014624813]","[0.001, 0.001, 0.001]"
29,load,11,G,pd,2,Normal,-9.412297100000001e-6,0.001
30,load,11,G,qd,2,Normal,-4.169490785542534e-6,0.001
31,bus,4,G,vr,"[1, 2, 3]",Normal,"[1.0012075321640503, -0.5006965562741832, -0.5003543542517311]","[0.001, 0.001, 0.001]"
32,bus,4,G,vi,"[1, 2, 3]",Normal,"[0.0001074080936073988, -0.8677541662186486, 0.8661246192212635]","[0.001, 0.001, 0.001]"
33,load,13,G,pd,1,Normal,-1.643108e-6,0.001
34,load,13,G,qd,1,Normal,-1.1576089526622288e-6,0.001
35,bus,8,G,vr,"[1, 2, 3]",Normal,"[1.0013781103162964, -0.499755125708223, -0.5000930381332765]","[0.001, 0.001, 0.001]"
36,bus,8,G,vi,"[1, 2, 3]",Normal,"[0.00045326676635299785, -0.8664851231933843, 0.8665222693703066]","[0.001, 0.001, 0.001]"
37,load,5,G,pd,2,Normal,-1.163972946e-5,0.001
38,load,5,G,qd,2,Normal,-5.275173635556985e-6,0.001
39,bus,29,G,vr,"[1, 2, 3]",Normal,"[1.001339754571843, -0.5002706111835667, -0.500108239247586]","[0.001, 0.001, 0.001]"
40,bus,29,G,vi,"[1, 2, 3]",Normal,"[0.0004573572320627623, -0.8669068616967754, 0.8665122267019707]","[0.001, 0.001, 0.001]"
41,load,15,G,pd,1,Normal,-9.5222971e-6,0.001
42,load,15,G,qd,1,Normal,-4.203838274533726e-6,0.001
43,bus,27,G,vr,"[1, 2, 3]",Normal,"[1.0019867246379175, -0.5000597658658166, -0.5003168472900718]","[0.001, 0.001, 0.001]"
44,bus,27,G,vi,"[1, 2, 3]",Normal,"[-0.00015941355375645246, -0.8672496331940049, 0.8661285355338464]","[0.001, 0.001, 0.001]"
45,load,16,G,pd,1,Normal,-1.282972946e-5,0.001
46,load,16,G,qd,1,Normal,-5.646751016461689e-6,0.001
47,bus,10,G,vr,"[1, 2, 3]",Normal,"[1.0022512063674975, -0.5000528120320904, -0.5003098934563456]","[0.001, 0.001, 0.001]"
48,bus,10,G,vi,"[1, 2, 3]",Normal,"[-0.00025518006626184836, -0.8672526668993681, 0.8661255018284832]","[0.001, 0.001, 0.001]"
49,load,14,G,pd,1,Normal,-5.733580910000001e-6,0.001
50,load,14,G,qd,1,Normal,-2.8157283628818144e-6,0.001
51,bus,11,G,vr,"[1, 2, 3]",Normal,"[1.0014690050974624, -0.49975273586553615, -0.5000906482905898]","[0.001, 0.001, 0.001]"
52,bus,11,G,vi,"[1, 2, 3]",Normal,"[0.00042036011762478106, -0.8664861656413815, 0.8665212269223094]","[0.001, 0.001, 0.001]"
53,load,21,G,pd,3,Normal,-7.455580910000001e-6,0.001
54,load,21,G,qd,3,Normal,-3.3534226905439166e-6,0.001
55,bus,26,G,vr,"[1, 2, 3]",Normal,"[1.0012232869243172, -0.500081518067209, -0.5004414685524342]","[0.001, 0.001, 0.001]"
56,bus,26,G,vi,"[1, 2, 3]",Normal,"[0.0001372633610638711, -0.8672236942391314, 0.8667659861869248]","[0.001, 0.001, 0.001]"
57,load,7,G,pd,3,Normal,-1.5057294600000006e-6,0.001
58,load,7,G,qd,3,Normal,-2.110833149768516e-6,0.001
59,bus,6,G,vr,"[1, 2, 3]",Normal,"[1.0013549044233183, -0.49975517697105704, -0.5000757367943032]","[0.001, 0.001, 0.001]"
60,bus,6,G,vi,"[1, 2, 3]",Normal,"[0.00046906933766057085, -0.8664834537561226, 0.8665697839220305]","[0.001, 0.001, 0.001]"
61,load,8,G,pd,1,Normal,-1.246572946e-5,0.001
62,load,8,G,qd,1,Normal,-5.533092052890838e-6,0.001
63,bus,24,G,vr,"[1, 2, 3]",Normal,"[1.0016029080315163, -0.49974920807747186, -0.5000871205025256]","[0.001, 0.001, 0.001]"
64,bus,24,G,vi,"[1, 2, 3]",Normal,"[0.00037603460404435156, -0.8664875895973624, 0.8665198029663285]","[0.001, 0.001, 0.001]"
65,load,17,G,pd,3,Normal,-8.03358091e-6,0.001
66,load,17,G,qd,3,Normal,-3.5339031326976304e-6,0.001
67,bus,13,G,vr,"[1, 2, 3]",Normal,"[1.0012230079256468, -0.5000817970658794, -0.5004547354116773]","[0.001, 0.001, 0.001]"
68,bus,13,G,vi,"[1, 2, 3]",Normal,"[0.00013850551652328037, -0.8672224520836719, 0.8668112847120741]","[0.001, 0.001, 0.001]"
69,load,10,G,pd,2,Normal,-1.274972946e-5,0.001
70,load,10,G,qd,2,Normal,-5.621771024468096e-6,0.001
71,bus,3,G,vr,"[1, 2, 3]",Normal,"[1.0012013793875632, -0.5009134252182046, -0.5003605070282181]","[0.001, 0.001, 0.001]"
72,bus,3,G,vi,"[1, 2, 3]",Normal,"[0.00010285797293292976, -0.8679371027638783, 0.866120069100589]","[0.001, 0.001, 0.001]"
73,load,19,G,pd,3,Normal,-4.4148647300000005e-6,0.001
74,load,19,G,qd,3,Normal,-2.1988757083910046e-6,0.001
75,bus,9,G,vr,"[1, 2, 3]",Normal,"[1.0013541821542353, -0.4997558992401399, -0.5001056443217651]","[0.001, 0.001, 0.001]"
76,bus,9,G,vi,"[1, 2, 3]",Normal,"[0.00047041261673028996, -0.8664821104770528, 0.8666177734698838]","[0.001, 0.001, 0.001]"
77,load,18,G,pd,1,Normal,-9.041013280000001e-6,0.001
78,load,18,G,qd,1,Normal,-4.258641109168677e-6,0.001
79,bus,17,G,vr,"[1, 2, 3]",Normal,"[1.0019495576735802, -0.5000607777588185, -0.5003178591830737]","[0.001, 0.001, 0.001]"
80,bus,17,G,vi,"[1, 2, 3]",Normal,"[-0.00016607496343814995, -0.8672497484162555, 0.8661284203115959]","[0.001, 0.001, 0.001]"
81,load,9,G,pd,1,Normal,-1.277972946e-5,0.001
82,load,9,G,qd,1,Normal,-5.631138521465693e-6,0.001
83,bus,7,G,vr,"[1, 2, 3]",Normal,"[1.001609117875817, -0.4997490435348383, -0.5000869559598919]","[0.001, 0.001, 0.001]"
84,bus,7,G,vi,"[1, 2, 3]",Normal,"[0.0003745235685136547, -0.8664876409757832, 0.8665197515879076]","[0.001, 0.001, 0.001]"
85,load,3,G,pd,3,Normal,-1.1081013280000002e-5,0.001
86,load,3,G,qd,3,Normal,-4.895630905005315e-6,0.001
87,bus,16,G,vr,"[1, 2, 3]",Normal,"[1.0013536593824977, -0.49975642201187753, -0.5001338311960796]","[0.001, 0.001, 0.001]"
88,bus,16,G,vi,"[1, 2, 3]",Normal,"[0.0004741443973305494, -0.8664783786964525, 0.8667546103830752]","[0.001, 0.001, 0.001]"
